Cuisines Combinations,Count,Avg_Rating
" Chettinad, Chinese, Italian, Lebanese, Mexican,North Indian",1,3.9
" Chettinad, Chinese, North Indian,South Indian",1,3.4
" Chettinad, Chinese, Seafood,North Indian",1,3.5
" Chettinad, North Indian,South Indian",1,3.9
" Chinese, Continental, Desserts, Fast Food, Sandwich,North Indian",1,3.8
" Chinese, Continental, Desserts, Italian, Mexican,North Indian",1,2.6
" Chinese, Continental, European, Thai,North Indian",1,4.3
" Chinese, Continental, Fast Food, Italian,Bakery",1,2.9
" Chinese, Continental, Fast Food, Mughlai,North Indian",1,2.8
" Chinese, Continental, Fast Food,Italian",1,3.4
" Chinese, Continental, Goan, Seafood,North Indian",1,3.8
" Chinese, Continental, Italian, Japanese, Thai,North Indian",1,3.9
" Chinese, Continental, Italian, Lebanese, Mexican,North Indian",1,3.5
" Chinese, Continental, Italian, Lebanese,North Indian",1,3.7
" Chinese, Continental, Italian, Mexican, North Indian,Cafe",1,3.7
" Chinese, Continental, Italian, North Indian,South Indian",1,4.1
" Chinese, Continental, Italian, Thai,North Indian",1,3.4
" Chinese, Continental, Italian,Finger Food",1,3.6
" Chinese, Continental, Kerala,North Indian",1,4.2
" Chinese, Continental, Mexican, North Indian,Cafe",1,4.0
" Chinese, Continental, Mexican,Italian",1,4.1
" Chinese, Continental, North Indian, Seafood, South Indian,Kerala",1,4.3
" Chinese, Continental, North Indian, South Indian,Street Food",1,3.9
" Chinese, Continental, North Indian, Thai,Cafe",1,4.0
" Chinese, Continental, North Indian,American",1,3.7
" Chinese, Continental, North Indian,Finger Food",1,3.1
" Chinese, Continental, North Indian,Healthy Food",1,3.7
" Chinese, Continental, North Indian,South Indian",1,3.5
" Chinese, Continental, North Indian,Street Food",1,3.9
" Chinese, Continental, Pizza,North Indian",1,3.7
" Chinese, Continental, Rajasthani,North Indian",1,4.5
" Chinese, Continental,Indian",1,3.6
" Chinese, Continental,Italian",1,4.1
" Chinese, Continental,Mediterranean",1,4.3
" Chinese, Continental,Mughlai",1,3.1
" Chinese, Continental,South Indian",1,0.0
" Chinese, Desserts, Fast Food,North Indian",1,2.9
" Chinese, Desserts, Ice Cream, North Indian,Fast Food",1,2.5
" Chinese, Desserts, Italian, Street Food,North Indian",1,4.3
" Chinese, Desserts, North Indian,Fast Food",1,2.8
" Chinese, European, Italian, North Indian,Mexican",1,3.4
" Chinese, European,North Indian",1,3.4
" Chinese, Fast Food, Italian, Lebanese, Mexican,North Indian",1,2.5
" Chinese, Fast Food, Italian, Tibetan,North Indian",1,3.2
" Chinese, Fast Food, Mexican, North Indian,Continental",1,3.1
" Chinese, Fast Food, Mithai, North Indian, Street Food,South Indian",1,3.5
" Chinese, Fast Food, Mithai,South Indian",1,2.8
" Chinese, Fast Food, North Indian, South Indian, Street Food,Desserts",1,3.9
" Chinese, Fast Food, North Indian, South Indian, Street Food,Mithai",1,3.8
" Chinese, Fast Food, North Indian, South Indian,Mithai",1,2.7
" Chinese, Fast Food, North Indian, South Indian,Street Food",1,3.7
" Chinese, Fast Food, North Indian, Street Food,South Indian",1,2.8
" Chinese, Fast Food, North Indian,Raw Meats",1,3.7
" Chinese, Fast Food, Seafood,Cafe",1,3.8
" Chinese, Fast Food,Continental",1,0.0
" Chinese, Fast Food,Desserts",1,3.2
" Chinese, Fast Food,Lebanese",1,2.4
" Chinese, Fast Food,Pizza",1,3.4
" Chinese, Finger Food, Italian, North Indian,Continental",1,3.6
" Chinese, Finger Food, Italian,Continental",1,4.3
" Chinese, Finger Food, North Indian,Continental",1,3.8
" Chinese, Healthy Food, North Indian,Continental",1,3.2
" Chinese, Hyderabadi, Kashmiri,North Indian",1,4.0
" Chinese, Ice Cream, North Indian, South Indian,Fast Food",1,2.7
" Chinese, Indian, North Indian, South Indian, Street Food,Mithai",1,2.9
" Chinese, Indian, North Indian,Continental",1,0.0
" Chinese, Indian, North Indian,Goan",1,4.3
" Chinese, Indonesian, Japanese, Vietnamese,Thai",1,4.4
" Chinese, Italian, Lebanese, Mexican, Thai,North Indian",1,4.4
" Chinese, Italian, Lebanese, North Indian,American",1,3.6
" Chinese, Italian, Lebanese, North Indian,Continental",1,3.8
" Chinese, Italian, Mediterranean,North Indian",1,3.6
" Chinese, Italian, Mexican,Cafe",1,3.9
" Chinese, Italian, Mexican,Pizza",1,4.0
" Chinese, Italian, Middle Eastern, Thai,North Indian",1,3.5
" Chinese, Italian, North Indian, Thai,European",1,3.2
" Chinese, Italian, North Indian,Mexican",1,3.6
" Chinese, Italian,American",1,4.1
" Chinese, Italian,British",1,3.8
" Chinese, Italian,Continental",1,4.1
" Chinese, Japanese, Korean, Thai,Asian",1,4.1
" Chinese, Japanese, North Indian, Thai,Continental",1,3.0
" Chinese, Japanese, Sushi, Thai,Seafood",1,3.7
" Chinese, Japanese,Asian",1,4.2
" Chinese, Japanese,Thai",1,3.7
" Chinese, Kashmiri, Korean, Thai,North Indian",1,3.9
" Chinese, Kashmiri,North Indian",1,0.0
" Chinese, Malaysian, North Indian, Thai,Continental",1,3.8
" Chinese, Malaysian, Thai, Vietnamese,Japanese",1,3.3
" Chinese, Mangalorean, Mughlai,North Indian",1,3.7
" Chinese, Mangalorean,North Indian",1,4.0
" Chinese, Mediterranean, North Indian,Continental",1,4.1
" Chinese, Mediterranean, Thai,Continental",1,3.4
" Chinese, Mexican,Italian",1,3.8
" Chinese, Mithai, North Indian, South Indian, Street Food,Fast Food",1,3.3
" Chinese, Mithai, North Indian, Street Food,South Indian",1,3.5
" Chinese, Mithai, South Indian,Fast Food",1,2.9
" Chinese, Mithai, Street Food,Fast Food",1,2.9
" Chinese, Mithai, Street Food,South Indian",1,3.3
" Chinese, Mithai,North Indian",1,0.0
" Chinese, Mithai,South Indian",1,0.0
" Chinese, Mithai,Street Food",1,3.3
" Chinese, Mughlai, North Indian, Thai,Mediterranean",1,3.5
" Chinese, Mughlai, North Indian,Biryani",1,4.6
" Chinese, Mughlai, North Indian,South Indian",1,3.1
" Chinese, Mughlai, Raw Meats,North Indian",1,2.9
" Chinese, Mughlai,Afghani",1,0.0
" Chinese, Mughlai,Kashmiri",1,3.3
" Chinese, Mughlai,South Indian",1,0.0
" Chinese, North Indian, Seafood,Goan",1,4.4
" Chinese, North Indian, Seafood,Malwani",1,3.5
" Chinese, North Indian, South Indian,Cafe",1,3.2
" Chinese, North Indian, South Indian,Fast Food",1,2.7
" Chinese, North Indian, South Indian,Indian",1,3.9
" Chinese, North Indian, South Indian,Mithai",1,3.2
" Chinese, North Indian, South Indian,Street Food",1,3.1
" Chinese, North Indian, Thai,Asian",1,3.1
" Chinese, North Indian,American",1,2.5
" Chinese, North Indian,Andhra",1,3.5
" Chinese, North Indian,Asian",1,3.8
" Chinese, North Indian,Bakery",1,0.0
" Chinese, North Indian,Biryani",1,2.8
" Chinese, North Indian,European",1,2.2
" Chinese, North Indian,Goan",1,3.8
" Chinese, North Indian,Mithai",1,2.9
" Chinese, North Indian,North Eastern",1,0.0
" Chinese, North Indian,Raw Meats",1,0.0
" Chinese, North Indian,Thai",1,3.9
" Chinese, Pizza,South Indian",1,0.0
" Chinese, Seafood,Goan",1,4.2
" Chinese, Seafood,North Indian",1,3.4
" Chinese, Seafood,Thai",1,3.1
" Chinese, South Indian, Street Food,Mithai",1,0.0
" Chinese, South Indian,Fast Food",1,3.2
" Chinese, South Indian,Street Food",1,2.7
" Chinese, Sri Lankan,North Indian",1,2.4
" Chinese, Street Food,Fast Food",1,2.9
" Chinese, Street Food,South Indian",1,0.0
" Chinese, Sushi,American",1,3.7
" Chinese, Thai, Vietnamese,Asian",1,4.2
" Chinese, Thai,Burmese",1,3.4
" Chinese, Thai,Continental",1,4.1
" Chinese, Thai,Seafood",1,4.0
" Chinese, Tibetan,Asian",1,4.1
" Chinese, Tibetan,North Indian",1,0.0
" Chinese, Turkish,North Indian",1,3.8
" Chinese, Vegetarian,Asian",1,3.9
" Chinese,Bengali",1,0.0
" Chinese,European",1,3.8
" Chinese,Japanese",1,3.4
" Chinese,Kashmiri",1,3.1
" Chinese,Korean",1,3.0
" Chinese,Lebanese",1,3.2
" Chinese,Naga",1,3.1
" Chinese,Pizza",1,3.7
" Chinese,Seafood",1,4.2
" Coffee and Tea, Indonesian, Italian, Western,Cafe",1,4.6
" Coffee and Tea, Modern Australian,Breakfast",1,3.7
" Coffee and Tea, Modern Australian,Burger",1,3.7
" Coffee and Tea, Modern Australian,Cafe",1,3.8
" Coffee and Tea, Sandwich,Cafe",1,3.4
" Coffee and Tea, Western,Cafe",1,4.2
" Coffee and Tea,American",1,4.9
" Coffee and Tea,Patisserie",1,3.4
" Contemporary, Mediterranean,European",1,4.2
" Contemporary,European",1,4.9
" Continental, Desserts, Italian, Lebanese, Mediterranean, South Indian,North Indian",1,3.3
" Continental, Desserts, Italian,Cafe",1,3.9
" Continental, Desserts, North Indian,Italian",1,4.1
" Continental, Desserts,Cafe",1,4.4
" Continental, Desserts,Ice Cream",1,4.5
" Continental, European, Finger Food,North Indian",1,3.9
" Continental, European, German,Seafood",1,4.7
" Continental, European, Italian, North Indian,Finger Food",1,4.1
" Continental, European, Salad,Healthy Food",1,3.6
" Continental, European,Seafood",1,3.7
" Continental, Fast Food, Italian, North Indian,Chinese",1,3.2
" Continental, Fast Food, Mexican,Chinese",1,3.0
" Continental, Fast Food, North Indian, Thai,Chinese",1,3.9
" Continental, Fast Food, North Indian,Italian",1,0.0
" Continental, Fast Food, South Indian,North Eastern",1,3.5
" Continental, Fast Food, South Indian,North Indian",1,3.0
" Continental, Fast Food,Asian",1,4.5
" Continental, Finger Food, Italian,North Indian",1,3.8
" Continental, Finger Food, Mexican, North Indian,Italian",1,4.0
" Continental, Finger Food,Italian",1,3.3
" Continental, French, Mangalorean,Goan",1,3.5
" Continental, French,North Indian",1,3.8
" Continental, German,Italian",1,4.0
" Continental, Goan,Italian",1,3.7
" Chinese, Indian, Malay, Seafood,Singaporean",1,3.0
" Afghani, Chinese, Indian,Pakistani",1,4.1
" Continental, Italian, Lebanese, Mediterranean,Cafe",1,4.1
" Continental, Italian, Lebanese, Thai,Mexican",1,3.1
" Continental, Italian, Mediterranean, Mexican,Cafe",1,3.6
" Continental, Italian, Mediterranean, North Indian,Finger Food",1,4.0
" Continental, Italian, Mexican, North Indian,Cafe",1,3.9
" Afghani, Curry, Indian,Pakistani",1,3.9
" Afghani, Fast Food,North Indian",1,3.0
" Continental, Italian, North Indian, South Indian, Thai,Finger Food",1,4.5
" Afghani, Hyderabadi, Indian,Pakistani",1,4.0
" Continental, Italian, North Indian,Asian",1,3.0
" Afghani, Mughlai,North Indian",1,4.3
Sri Lankan,1,4.0
" Continental, Italian, North Indian,European",1,3.7
" Continental, Italian, North Indian,Finger Food",1,3.7
" Continental, Italian, North Indian,Mediterranean",1,3.5
" Continental, Italian, Pizza,Cafe",1,4.1
" Continental, Italian, Salad,Healthy Food",1,3.9
" Continental, Italian, Street Food,Cafe",1,4.0
" Continental, Italian,American",1,3.8
Turkish Pizza,1,4.3
" Continental, Italian,Chinese",1,3.1
" American, Beverages,Burger",1,3.8
" Continental, Italian,Healthy Food",1,4.0
" Continental, Italian,Mediterranean",1,3.7
" American, British, Continental, Japanese, Mexican,Italian",1,3.9
" American, Burger, Finger Food, German,Street Food",1,4.4
" American, Burger, Mexican, Pizza, Tex-Mex,Continental",1,4.1
" Continental, Lebanese, North Indian,Cafe",1,3.5
" Continental, Lebanese,North Indian",1,3.5
" American, Burger, Salad,Healthy Food",1,3.4
" American, Burger,Continental",1,3.5
" American, Burger,Fast Food",1,4.0
" Continental, Mexican, North Indian,Italian",1,3.9
" Continental, Mexican,Cafe",1,0.0
" Continental, Mexican,Chinese",1,2.8
" Continental, Mexican,Italian",1,4.4
" American, Cafe, Chinese, Italian, North Indian,Continental",1,4.7
" American, Cafe,Continental",1,4.1
" Continental, North Eastern,North Indian",1,4.2
" Continental, North Indian, Salad,Healthy Food",1,3.5
" Continental, North Indian, Tex-Mex,Italian",1,3.9
" Continental, North Indian, Thai,American",1,3.8
" American, Chinese, Continental, Italian, Mexican,Cafe",1,4.7
" Continental, North Indian,Asian",1,3.5
" American, Chinese, Fast Food, Italian, Mexican,Continental",1,3.9
" American, Chinese, Italian, Middle Eastern,North Indian",1,4.2
" American, Chinese, Italian, North Indian,Cafe",1,3.7
" Continental, North Indian,Finger Food",1,3.8
" Continental, North Indian,French",1,3.5
" Continental, North Indian,Healthy Food",1,4.0
" American, Chinese, Italian, North Indian,Continental",1,3.6
" Continental, North Indian,Pizza",1,3.4
" Continental, Pizza,European",1,4.2
" Continental, Salad,North Indian",1,3.6
" Continental, Seafood,Asian",1,3.8
" Continental, Seafood,North Indian",1,3.4
" Continental, Singaporean,Chinese",1,3.4
" Continental, Thai,Chinese",1,3.2
" American, Chinese, Italian,North Indian",1,4.4
" Continental,Asian",1,3.5
" American, Chinese,North Indian",1,4.1
" American, Continental, European, Mediterranean,North Indian",1,4.2
" American, Continental, Italian, Lebanese, Mexican,Cafe",1,4.3
" American, Continental, Italian, North Indian,Finger Food",1,4.6
" Continental,Indian",1,4.8
" American, Continental, Italian,Cafe",1,4.1
" Continental,Mediterranean",1,4.2
" American, Continental, Nepalese,Cafe",1,3.6
" Continental,Salad",1,4.1
" Cuban, Latin American,Coffee and Tea",1,3.9
" Curry, Pakistani,Indian",1,4.7
" American, Continental, Sri Lankan,Cafe",1,4.0
" Deli,Italian",1,4.9
" Desserts, Diner,American",1,3.9
" Desserts, Fast Food, Indian,Continental",1,3.8
" Desserts, Fast Food, Mithai,Bakery",1,0.0
" Desserts, Fast Food, North Indian,Bakery",1,3.5
" Desserts, Fast Food, Steak,American",1,3.3
" Desserts, Fast Food,American",1,4.0
" American, Continental,Italian",1,0.0
" American, European, North Indian,Mediterranean",1,3.8
" American, Fast Food, Italian, Pizza,Burger",1,4.5
" Desserts, Fast Food,Ice Cream",1,3.0
" Desserts, Healthy Food, Juices,Cafe",1,3.7
" Desserts, Healthy Food,Bakery",1,0.0
" Desserts, Ice Cream, Kiwi,Cafe",1,4.0
" American, Fast Food, North Indian,Japanese",1,3.5
" Desserts, Ice Cream,American",1,4.2
" Desserts, Ice Cream,Bakery",1,3.4
" Desserts, Italian, Mexican, Salad,Cafe",1,3.4
" Desserts, Italian,Cafe",1,4.1
" Desserts, Italian,European",1,4.2
" Desserts, Japanese,French",1,4.8
" Desserts, Korean,Cafe",1,4.5
" Desserts, Mediterranean, Sushi,Italian",1,4.1
" Desserts, North Indian, Street Food,Ice Cream",1,3.8
" Desserts, North Indian,Italian",1,4.0
" Desserts, Sandwich,Burger",1,3.6
" Desserts, Steak,American",1,4.7
" Desserts, Street Food,South Indian",1,3.0
" Desserts, Tea,Cafe",1,3.6
" American, Fast Food,Cafe",1,3.8
" Desserts, Turkish,Restaurant Cafe",1,4.2
" Desserts, Vegetarian,Burger",1,4.2
" American, Fast Food,Continental",1,3.9
" American, Filipino, Italian,Cafe",1,3.6
" American, Grill,Burger",1,4.1
" Desserts,Burger",1,3.9
" American, Healthy Food, Salad,Fast Food",1,3.4
" Desserts,Coffee and Tea",1,4.3
" American, Healthy Food,Mexican",1,4.9
" American, Indonesian, Mexican, Spanish, Thai, Vietnamese,Italian",1,4.3
" American, Italian, Mediterranean,Continental",1,3.8
" American, Italian, Mexican, Thai,Cafe",1,3.8
" Desserts,Pizza",1,3.1
" Desserts,Restaurant Cafe",1,4.2
" Desserts,South Indian",1,4.1
" American, Italian,Cafe",1,4.0
" American, Italian,Mediterranean",1,4.3
" Diner, Sandwich,Breakfast",1,4.3
" Diner, Southern,American",1,4.3
" Diner, Southern,Breakfast",1,3.7
" Diner,Breakfast",1,3.6
" D�_ner, Turkish Pizza,Kebab",1,4.4
" European, Finger Food, North Indian,Continental",1,4.2
" European, French, North Indian,Continental",1,4.0
" European, Indonesian, Italian, North Indian, Thai,Charcoal Grill",1,4.4
" European, Italian, North Indian, Thai,American",1,4.2
" European, Italian, Thai,Mediterranean",1,3.9
" American, Italian,North Indian",1,2.8
" European, Lebanese, Mexican,North Indian",1,3.9
" European, Mediterranean,French",1,3.8
" American, Japanese, Mediterranean,Seafood",1,4.7
" European, Mexican,Cafe",1,4.4
" European, North Indian,American",1,3.5
" American, Lebanese,Italian",1,4.3
" European, North Indian,Finger Food",1,3.5
" European, Sandwich,American",1,4.2
" European, Seafood,Asian",1,4.2
" European, South Indian,North Indian",1,3.6
" European,American",1,4.2
" American, Mediterranean, Mexican,Italian",1,4.2
" American, Mediterranean, North Indian,European",1,4.5
" American, Mexican, North Indian,Mediterranean",1,4.1
" European,Finger Food",1,3.2
" American, North Indian, Tex-Mex,Continental",1,3.5
" European,Kiwi",1,4.2
" European,Mediterranean",1,3.1
" American, North Indian,Continental",1,3.6
" Fast Food, Fusion,Western",1,3.2
" Fast Food, Grill,Burger",1,3.6
" Fast Food, Healthy Food, Pizza,Biryani",1,0.0
" American, Pizza,Italian",1,4.8
" Fast Food, Healthy Food,Cafe",1,4.1
" Fast Food, Ice Cream,Chinese",1,3.3
" American, Portuguese,Goan",1,3.8
" Fast Food, Italian, Japanese, North Indian,Cafe",1,3.6
" Fast Food, Italian, Mexican, North Indian,Cafe",1,4.2
" American, Seafood,Continental",1,4.2
" American, Tea,Cafe",1,3.1
" American, Tex-Mex,Mexican",1,4.5
" American,Argentine",1,4.5
" American,Cafe",1,4.6
" Fast Food, Italian,Mexican",1,3.4
" American,Desserts",1,4.0
" Fast Food, Italian,Pizza",1,3.6
" Fast Food, Mithai, North Indian, South Indian, Street Food,Chinese",1,2.4
" American,Mexican",1,4.2
" Fast Food, Mithai,Bakery",1,2.9
" Fast Food, Mithai,North Indian",1,0.0
" Fast Food, Mughlai, South Indian,North Indian",1,3.3
" American,Tex-Mex",1,4.0
" Fast Food, North Indian, Rajasthani,Gujarati",1,3.8
" Fast Food, North Indian, South Indian, Street Food,Continental",1,0.0
" Andhra, Asian, Continental, Goan,Seafood",1,3.8
" Fast Food, North Indian, Street Food,Chinese",1,0.0
" Fast Food, North Indian,Biryani",1,2.7
" Andhra, Bengali, Chettinad, Chinese, Mughlai,North Indian",1,4.1
" Andhra, Goan, Hyderabadi, South Indian,Seafood",1,4.2
" Fast Food, North Indian,Lebanese",1,0.0
" Fast Food, North Indian,Mughlai",1,2.4
" Andhra, Goan, Kerala, Seafood, Thai,Continental",1,4.2
" Fast Food, North Indian,South Indian",1,2.8
" Fast Food, North Indian,Street Food",1,3.8
" Fast Food, Pizza,Bakery",1,3.1
" Fast Food, Pizza,Burger",1,0.0
" Fast Food, Pizza,Cafe",1,3.4
" Fast Food, Pizza,Chinese",1,0.0
" Andhra, Mughlai,North Indian",1,3.7
" Fast Food, Salad,Healthy Food",1,3.2
" Andhra,Biryani",1,4.0
" Fast Food, South Indian,Italian",1,0.0
" Andhra,South Indian",1,4.2
" Fast Food, Street Food,Bakery",1,2.9
" Arabian, Asian, Continental, North Indian,Mediterranean",1,4.6
" Arabian, Asian, Mediterranean,North Indian",1,4.6
" Arabian, Bakery, Desserts, Japanese,European",1,3.9
" Fast Food, Street Food,South Indian",1,3.1
" Fast Food, Tea,Continental",1,3.9
" Arabian, Chinese, North Indian, Thai,Continental",1,4.3
" Fast Food, Tibetan,Chinese",1,3.3
" Arabian, Chinese,North Indian",1,3.8
" Continental, Italian, Japanese,Cafe",1,4.2
" Fast Food,Bengali",1,3.2
" Arabian, Lebanese, Mediterranean, Mughlai,North Indian",1,4.0
" Arabian, Lebanese, Moroccan,Turkish",1,0.0
" Arabian, Lebanese, North Indian,Persian",1,4.6
" Arabian, Mediterranean,Lebanese",1,3.5
" Arabian, Middle Eastern,Bakery",1,4.2
" Arabian, Middle Eastern,Lebanese",1,4.0
" Fast Food,Healthy Food",1,3.9
" Fast Food,Hyderabadi",1,3.9
" Arabian, Middle Eastern,Turkish",1,4.3
" Fast Food,Juices",1,0.0
" Fast Food,Kerala",1,3.7
" Arabian, North Indian, Pakistani,Afghani",1,0.0
" Arabian,Middle Eastern",1,4.2
" Argentine, Latin American,Desserts",1,4.1
" Armenian, Mughlai,Fast Food",1,0.0
" Armenian, Mughlai,North Indian",1,0.0
" Asian, Burger, Italian, Mediterranean,Continental",1,3.8
" Asian, Burger,American",1,4.6
" Asian, Burmese, Chinese, Malaysian, Thai,Japanese",1,4.1
" Asian, Cafe,Western",1,4.2
" Fast Food,Tibetan",1,2.6
" Finger Food, Italian, Middle Eastern,Mughlai",1,3.3
" Finger Food, Italian, Thai,Continental",1,4.0
" Finger Food, Italian,North Indian",1,3.9
" Finger Food, Juices,Burger",1,3.6
" Finger Food, Mexican,American",1,4.2
" Finger Food, North Indian,Continental",1,3.4
" Finger Food, Pizza,Burger",1,4.0
" Finger Food, Salad,Pizza",1,3.4
" Finger Food,American",1,3.3
" Finger Food,Continental",1,3.4
" Asian, Chinese, Continental, South Indian, Thai,North Indian",1,4.2
" Fish and Chips,Vietnamese",1,4.3
" French,American",1,3.7
" French,Bakery",1,4.1
" French,Breakfast",1,3.8
" French,British",1,4.4
" French,Cafe",1,0.0
" French,Fast Food",1,3.0
" French,Italian",1,4.1
" French,Japanese",1,3.1
" French,Seafood",1,4.6
" German, Sandwich,Burger",1,2.2
" German,European",1,4.9
" Goan, Italian, North Indian, Seafood,Continental",1,3.5
" Asian, Chinese, Continental, Thai,North Indian",1,3.6
" Greek, Italian, Spanish,Finger Food",1,4.1
" Greek, Mughlai,North Indian",1,3.2
" Greek, Sandwich,Burger",1,3.9
" Greek, Sandwich,Desserts",1,4.3
" Greek, Seafood,American",1,4.0
" Greek, Spanish, Turkish,Cafe",1,3.2
" Greek,American",1,3.7
" Grill, Italian, Steak, Sushi,Contemporary",1,3.4
" Grill, Seafood,Steak",1,4.4
" Grill,American",1,4.0
" Grill,Brazilian",1,3.9
" Grill,Burger",1,4.0
" Grill,Cafe",1,4.0
" Grill,Indian",1,3.7
" Grill,Mexican",1,4.3
" Grill,Pizza",1,3.7
" Gujarati, Maharashtrian, Mughlai, North Indian, South Indian,Kashmiri",1,4.4
" Gujarati, Mughlai,Rajasthani",1,3.6
" Gujarati, Rajasthani, South Indian,North Indian",1,3.4
" Gujarati, Rajasthani,North Indian",1,0.0
" Hawaiian,American",1,4.5
" Healthy Food, Japanese,Sushi",1,4.0
" Healthy Food, Juices, Pizza,Brazilian",1,4.6
" Healthy Food, North Indian, South Indian,Chinese",1,3.1
" Healthy Food, North Indian,Cafe",1,3.0
" Healthy Food, Rajasthani,North Indian",1,3.1
" Healthy Food,Bakery",1,0.0
" Healthy Food,Beverages",1,0.0
" Healthy Food,Chinese",1,2.8
" Asian, Chinese, European, Italian, North Indian,Continental",1,4.1
" Healthy Food,Fast Food",1,3.7
" Asian, Chinese, European, Mediterranean, Pizza,North Indian",1,3.8
" Hyderabadi, Mughlai,North Indian",1,3.3
" Asian, Chinese, European, North Indian,Continental",1,3.9
" Asian, Chinese, Fast Food, Italian, Japanese,North Indian",1,2.9
" Hyderabadi,Mughlai",1,4.1
" Hyderabadi,North Indian",1,3.3
" Ice Cream, North Indian,Desserts",1,3.5
" Asian, Chinese, Japanese, Thai, Vietnamese,Seafood",1,3.9
" Ice Cream, Sandwich,Desserts",1,4.6
" Ice Cream,Beverages",1,3.1
" Asian, Chinese, Japanese,Korean",1,3.6
" Ice Cream,German",1,3.9
" Ice Cream,Pizza",1,0.0
" Indian, Mughlai,Pakistani",1,4.2
" Indian,Chinese",1,0.0
" Indian,Continental",1,4.9
" Indian,International",1,4.5
" Indian,North Indian",1,0.0
" Asian, Chinese, Malaysian,Thai",1,3.8
" Indonesian, Malaysian, Thai,Chinese",1,3.3
" Indonesian, Western,Asian",1,4.6
" Indonesian,Malaysian",1,4.4
" Indonesian,Peranakan",1,4.0
" Asian, Chinese, Mediterranean,North Indian",1,4.4
" International, Southwestern,American",1,3.6
" International, Sushi,American",1,3.8
" International, Tapas,European",1,4.4
" International, Vegetarian,Indian",1,3.8
" International,Beverages",1,4.8
" Asian, Chinese, North Indian,Continental",1,4.1
" Italian, Japanese, Seafood, Thai,American",1,3.5
" Italian, Japanese, Seafood,Chinese",1,3.5
" Italian, Japanese,North Indian",1,4.3
" Italian, Kashmiri, Moroccan, North Indian,Continental",1,3.6
" Italian, Lebanese, North Indian, Thai,Continental",1,4.0
" Italian, Lebanese, North Indian,Continental",1,2.8
" Asian, Chinese, Thai,Japanese",1,3.7
" Italian, Mediterranean, Mexican, North Indian, Thai,Chinese",1,4.2
" Italian, Mediterranean, North Indian,Continental",1,4.0
" Italian, Mediterranean,Continental",1,3.8
" Italian, Mediterranean,European",1,4.2
" Asian, Chinese,Thai",1,3.8
" Italian, Mexican, North Indian,Chinese",1,3.8
" Italian, Mexican,Chinese",1,3.0
" Asian, Continental, Healthy Food, Italian,Cafe",1,3.7
" Asian, Continental, Italian, North Indian, Pizza,European",1,4.1
" Italian, Mexican,World Cuisine",1,4.4
" Italian, Middle Eastern,Finger Food",1,3.7
" Italian, Mughlai, North Indian,American",1,3.5
" Italian, Mughlai, North Indian,Chinese",1,3.0
" Asian, Continental, Italian, North Indian,American",1,3.7
" Italian, North Indian, Salad,Healthy Food",1,3.4
" Italian, North Indian, Seafood, Thai,Chinese",1,3.0
" Italian, North Indian, South Indian,Continental",1,3.9
" Asian, Continental, Italian, North Indian,Mexican",1,3.3
" Asian, Continental, Mediterranean,Chinese",1,3.9
" Asian, Continental, Mediterranean,North Indian",1,3.9
" Asian, Continental, South Indian,North Indian",1,3.6
" Asian, Desserts, Durban, International,Indian",1,4.3
" Asian, Desserts, Finger Food, Mediterranean, Modern Indian,European",1,4.1
" Asian, European, Filipino,Seafood",1,4.2
" Italian, Pizza,Desserts",1,4.1
" Asian, European, North Indian,American",1,3.7
" Italian, Salad,Cafe",1,2.6
" Italian, Seafood, South Indian,North Indian",1,3.8
" Asian, European, North Indian,Continental",1,4.0
" Italian, Southern,International",1,4.8
" Italian, Sushi,European",1,3.0
" Asian, European, Seafood,American",1,4.6
" Italian,Brazilian",1,4.3
" Asian, Fast Food, Italian,Cafe",1,2.8
" Italian,Chinese",1,0.0
" Italian,Contemporary",1,4.8
" Asian, Fast Food, Italian,Continental",1,3.8
" Asian, Fast Food, Mediterranean,North Indian",1,4.3
" Asian, Fast Food, North Indian,Continental",1,3.6
" Italian,Finger Food",1,3.5
" Italian,French",1,3.8
" Italian,Greek",1,3.8
" Italian,Latin American",1,4.0
" Italian,Lebanese",1,4.3
" Asian, Filipino, Fusion, Malaysian, Pub Food, Thai,Asian Fusion",1,3.5
" Asian, Filipino, Indian,Seafood",1,4.4
" Asian, Grill, Sushi,Seafood",1,3.8
" Asian, Indian, Italian,Continental",1,4.7
" Asian, Indian,European",1,4.9
" Italian,Spanish",1,4.3
" Izgara,Burger",1,4.3
" Izgara,Kebab",1,4.4
" Japanese, North Indian, Thai,Chinese",1,3.8
" Japanese, North Indian,Asian",1,2.9
" Asian, Indonesian, Korean, Malaysian, Thai, Vietnamese,Chinese",1,3.8
" Japanese, Singaporean,American",1,3.2
" Japanese, Sushi,American",1,4.6
" Japanese, Sushi,Asian",1,4.2
" Japanese, Sushi,Chinese",1,4.5
" Japanese, Sushi,Seafood",1,4.4
" Asian, Italian, Kerala, Parsi,North Indian",1,4.4
" Asian, Italian, Mediterranean,Continental",1,4.1
" Japanese, Tibetan,Chinese",1,3.6
" Japanese,Asian",1,3.1
" Asian, Italian, Mexican,North Indian",1,3.8
" Japanese,Ramen",1,4.6
" Asian, Italian, North Indian,Cafe",1,4.2
" Japanese,Thai",1,3.6
" Juices, Salad,Healthy Food",1,3.7
" Juices,Beverages",1,3.1
" Asian, Italian, Pizza,Continental",1,4.6
" Asian, Italian, Seafood,American",1,4.5
